q,a
Масса шкур в парном виде — 10—13 кг.,Масса шкур в парном виде — от десяти до тринадцати кг.
"В следующем поколении деревня перешла в собственность Леонтины, урожденной Микульской Ивашевской (1846-1939), она была последний владелицей деверни Ухвище и многих других владений в этом районе.","В следующем поколении деревня перешла в собственность Леонтины, урожденной Микульской Ивашевской (тысяча восемьсот сорок шестой-тысяча девятьсот тридцать девятый), она была последний владелицей деверни Ухвище и многих других владений в этом районе."
"Несмотря на все препоны, в 1901—1916 годах в России печаталось 14 тысяч периодических изданий, из них 6 тысяч в Петербурге и Москве.","Несмотря на все препоны, в тысяча девятьсот первом по тысяча девятьсот шестнадцатый годах в России печаталось четырнадцать тысяч периодических изданий, из них шесть тысяч в Петербурге и Москве."
"В 1918—1919 годах были конфискованы все частные типографии и бумажная промышленность — таким образом, ни один орган печати уже не мог появиться без разрешения правительства.","В тысяча девятьсот восемнадцатом по тысяча девятьсот девятнадцатый годах были конфискованы все частные типографии и бумажная промышленность — таким образом, ни один орган печати уже не мог появиться без разрешения правительства."
В 3-м издании БСЭ (1969—1978) в статье «Цензура» было написано уже:,В третьем издании БСЭ (тысяча девятьсот шестьдесят девятый—тысяча девятьсот семьдесят восьмой) в статье «Цензура» было написано уже:
"По мнению историков, важную роль в становлении советской цензуры сыграл период 1919—1921 годов, когда была предпринята первая попытка централизации контроля.","По мнению историков, важную роль в становлении советской цензуры сыграл период с тысяча девятьсот девятнадцатого по тысяча девятьсот двадцать первый годов, когда была предпринята первая попытка централизации контроля."
"В 1933—1935 годах после приказа Наркомпроса РСФСР в феврале 1933 года «О порядке комплектования, хранения и изъятия книг из библиотек» изъятия книг несколько сократились.","В тысяча девятьсот тридцать третьем по тысяча девятьсот тридцать пятый годах после приказа Наркомпроса РСФСР в феврале 1933 года «О порядке комплектования, хранения и изъятия книг из библиотек» изъятия книг несколько сократились."
"В 1937—1938 годах политика цензуры изменилась: если ранее контролировалось содержание книг на предмет идеологических расхождений с политикой партии, то с этого времени основанием для помещения книги в спецхран стала личность автора.","В тысяча девятьсот тридцать седьмом по тысяча девятьсот тридцать восьмой годах политика цензуры изменилась: если ранее контролировалось содержание книг на предмет идеологических расхождений с политикой партии, то с этого времени основанием для помещения книги в спецхран стала личность автора."
"После смерти Сталина произошло незначительное общее ослабление цензурных ограничений (так называемая «Хрущёвская оттепель»), однако позже, примерно с 1964—1966 года, запреты вновь усилились.","После смерти Сталина произошло незначительное общее ослабление цензурных ограничений (так называемая «Хрущёвская оттепель»), однако позже, примерно с с тысяча девятьсот шестьдесят четвёртого по тысяча девятьсот шестьдесят шестой года, запреты вновь усилились."
Всё это время (1957—1986) Главлит возглавлял Павел Романов.,Всё это время (тысяча девятьсот пятьдесят седьмой—тысяча девятьсот восемьдесят шестой) Главлит возглавлял Павел Романов.
Отдел по охране тайн в печати и других средствах массовой информации Генерального штаба Вооружённых сил СССР (1990—1991).,Отдел по охране тайн в печати и других средствах массовой информации Генерального штаба Вооружённых сил СССР (тысяча девятьсот девяностый—тысяча девятьсот девяносто первый).
Один из высокопоставленных в 1984—1989 годах цензоров Ю. Отрешко писал:,Один из высокопоставленных в тысяча девятьсот восемьдесят четвёртом по тысяча девятьсот восемьдесят девятый годах цензоров Ю. Отрешко писал:
Документальная хроника 1985—1991 гг.,Документальная хроника с тысяча девятьсот восемьдесят пятого по тысяча девятьсот девяносто первый гг.
Горяева Т. М. Политическая цензура в период стагнации и кризиса власти и идеологии в СССР (1969–1991 гг.),Горяева Т. М. Политическая цензура в период стагнации и кризиса власти и идеологии в СССР (с тысяча девятьсот шестьдесят девятого по тысяча девятьсот девяносто первый гг.)
Возвратная фебрильная лихорадка (38−41°) при отсутствии инфекции верхних дыхательных путей,Возвратная фебрильная лихорадка (от тридцати восьми до сорока одного) при отсутствии инфекции верхних дыхательных путей
2-4 часов) ответ на однократную дозу кортикостероидов,от двух до четырёх часов) ответ на однократную дозу кортикостероидов
Приступы заболевания обычно проходят самостоятельно через 4-10 дней.,Приступы заболевания обычно проходят самостоятельно через четыре-десять дней.
Лучший результат — 5-е место в сезоне 1959-60 гг.,Лучший результат — пятое место в сезоне с тысяча девятьсот пятьдесят девятого по шестидесятый гг.
"В 1983—1989 гг. — главный экономист, заместитель директора по производству совхоза «Комсомолец», с 1989 г. — председатель сельскохозяйственного коллективного предприятия «Маяк» Дзержинского района Минской области.","В тысяча девятьсот восемьдесят третьем по тысяча девятьсот восемьдесят девятый гг. — главный экономист, заместитель директора по производству совхоза «Комсомолец», с 1989 г. — председатель сельскохозяйственного коллективного предприятия «Маяк» Дзержинского района Минской области."
В 1998—1999 гг.  докторант Белорусского научно-исследовательского института экономики и информации агропромышленного комплекса.,В тысяча девятьсот девяносто восьмом по тысяча девятьсот девяносто девятый гг. докторант Белорусского научно-исследовательского института экономики и информации агропромышленного комплекса.
"В 1999—2004 гг. — начальник Главного управления экономики, директор департамента экономики Министерства сельского хозяйства и продовольствия Республики Беларусь.","В тысяча девятьсот девяносто девятом по две тысячи четвёртый гг. — начальник Главного управления экономики, директор департамента экономики Министерства сельского хозяйства и продовольствия Республики Беларусь."
В 2004—2008 гг. — генеральный директор ОАО «Агрокомбинат „Дзержинский“» Минской области.,В две тысячи четвёртом по две тысячи восьмой гг. — генеральный директор ОАО «Агрокомбинат Дзержинский“» Минской области.
В 2008—2010 гг. — Министр сельского хозяйства и продовольствия Республики Беларусь.,В две тысячи восьмом по две тысячи десятый гг. — Министр сельского хозяйства и продовольствия Республики Беларусь.
В 2010—2013 гг. — председатель Гродненского облисполкома.,В две тысячи десятом по две тысячи тринадцатый гг. — председатель Гродненского облисполкома.
В 1918-20 годах власть в Пятигорске переходила в руки различных воюющих сторон.,В тысяча девятьсот восемнадцатом по двадцатый годах власть в Пятигорске переходила в руки различных воюющих сторон.
"Валле характеризовал Хайнека как мистически настроенного человека, в его проектах он работал на неформальной основе в 1963—1967 годах.","Валле характеризовал Хайнека как мистически настроенного человека, в его проектах он работал на неформальной основе в тысяча девятьсот шестьдесят третьем по тысяча девятьсот шестьдесят седьмой годах."
Пересмотр взглядов Валле произвёл в 1968—1969 годах.,Пересмотр взглядов Валле произвёл в тысяча девятьсот шестьдесят восьмом по тысяча девятьсот шестьдесят девятый годах.
"Занимал в отряде посты оперуполномоченного (1993—1994), старшего оперуполномоченного (1994—1995), начальника оперативно-боевого отделения (1995—1996), заместителя командира (1996—2003) и командира (2003—2011).","Занимал в отряде посты оперуполномоченного (тысяча девятьсот девяносто третий—тысяча девятьсот девяносто четвёртый), старшего оперуполномоченного (тысяча девятьсот девяносто четвёртый—тысяча девятьсот девяносто пятый), начальника оперативно-боевого отделения (тысяча девятьсот девяносто пятый—тысяча девятьсот девяносто шестой), заместителя командира (тысяча девятьсот девяносто шестой—две тысячи третий) и командира (две тысячи третий—две тысячи одиннадцатый)."
«За победу над Германией в Великой Отечественной войне 1941—1945 гг.»,«За победу над Германией в Великой Отечественной войне с тысяча девятьсот сорок первого по тысяча девятьсот сорок пятый гг.»
Общедоступный электронный банк документов «Подвиг Народа в Великой Отечественной войне 1941—1945 гг.»,Общедоступный электронный банк документов «Подвиг Народа в Великой Отечественной войне с тысяча девятьсот сорок первого по тысяча девятьсот сорок пятый гг.»
"В структуре данного участка выделяется три тектонические пластины, имеющие юго-западное простирание и падающие на северо-запад под углами 45–50°: нижняя сложена рассланцеванными серпентинитами и серпентинитовым меланжем, средняя — массивными серпентинитами, верхняя — серыми микрокварцитами и фтанитами.","В структуре данного участка выделяется три тектонические пластины, имеющие юго-западное простирание и падающие на северо-запад под углами от сорока пяти до пятидесяти: нижняя сложена рассланцеванными серпентинитами и серпентинитовым меланжем, средняя — массивными серпентинитами, верхняя — серыми микрокварцитами и фтанитами."
"Простирание пластины юго-западное, согласное с общим простиранием структуры, падение северо-западное, под углами 50–60°.","Простирание пластины юго-западное, согласное с общим простиранием структуры, падение северо-западное, под углами от пятидесяти до шестидесяти."
"Тела родингитов имеют округлую либо слабо удлиненную форму и размеры до 10–15 м в поперечнике, часто в матриксе видны следы их вращения (закатывания), удлиненные тела при этом смяты в складки (фото).","Тела родингитов имеют округлую либо слабо удлиненную форму и размеры до десяти-пятнадцати м в поперечнике, часто в матриксе видны следы их вращения (закатывания), удлиненные тела при этом смяты в складки (фото)."
3.,Три.
"Узкая линейная зона (300-800 м) габброидов, плавно переходящая к югу в комплекс габбро, диоритов и кварцевых диоритов.","Узкая линейная зона (от трёхсот до восьмисот м) габброидов, плавно переходящая к югу в комплекс габбро, диоритов и кварцевых диоритов."
6 командных чемпионатов Европы (1989—2003).,Шесть командных чемпионатов Европы (тысяча девятьсот восемьдесят девятый—две тысячи третий).
"После возвращения своего учителя в Швейцарию возглавлял в 1920—1923 годах органный класс Петроградской консерватории, где его учеником был, в частности, Исай Браудо.","После возвращения своего учителя в Швейцарию возглавлял в тысяча девятьсот двадцатом по тысяча девятьсот двадцать третьем годах органный класс Петроградской консерватории, где его учеником был, в частности, Исай Браудо."
"Брат Карлис Герхардс Ванадзиньш (1890—1965), медик, окончил Дерптский университет (1917) и до 1939 г. вёл медицинскую практику в Цесисе, одновременно в 1922—1933 годах исполняя обязанности городского головы.","Брат Карлис Герхардс Ванадзиньш (тысяча восемьсот девяностый—тысяча девятьсот шестьдесят пятый), медик, окончил Дерптский университет (1917) и до 1939 г. вёл медицинскую практику в Цесисе, одновременно в тысяча девятьсот двадцать втором по тысяча девятьсот тридцать третьем годах исполняя обязанности городского головы."
"Китайские джонки совершали походы вдоль берегов океана в Индийский океан (например, семь путешествий Чжэн Хэ в 1405—1433 годах).","Китайские джонки совершали походы вдоль берегов океана в Индийский океан (например, семь путешествий Чжэн Хэ в тысяча четыреста пятом по тысяча четыреста тридцать третьем годах)."
шельф — глубина до 200—500 м;,шельф — глубина до двухсот-пятисот м;
Учился в Рязанском духовном училище (1876—1880).,Учился в Рязанском духовном училище (тысяча восемьсот семьдесят шестой—тысяча восемьсот восьмидесятый).
Преподавал греческий язык в Симбирской (1891—1892) и Рязанской (1892—1894) семинариях.,Преподавал греческий язык в Симбирской (тысяча восемьсот девяносто первый—тысяча восемьсот девяносто второй) и Рязанской (тысяча восемьсот девяносто второй—тысяча восемьсот девяносто четвёртый) семинариях.
"В 1905—1906 годах он работал в научном журнале Московской духовной академии, вёл отдел по церковным и общественным вопросам.","В тысяча девятьсот пятом по тысяча девятьсот шестой годах он работал в научном журнале Московской духовной академии, вёл отдел по церковным и общественным вопросам."
В последние годы жизни (1934—1936) преподавал на курсах при Загорском педагогическом техникуме,В последние годы жизни (тысяча девятьсот тридцать четвёртый—тысяча девятьсот тридцать шестой) преподавал на курсах при Загорском педагогическом техникуме
Мышцын Василий Никанорович (1866—1936) // Русские писатели-богословы,Мышцын Василий Никанорович (тысяча восемьсот шестьдесят шестой—тысяча девятьсот тридцать шестой) // Русские писатели-богословы
На востоке от кратера Кук находится безымянная цепочка из 6-7 кратеров.,На востоке от кратера Кук находится безымянная цепочка из шести-семи кратеров.
"В альбоме певица обращается к песням в стиле кантри 1950—1970-х годов, включая композиции Хэнка Кокрана, Вилли Нельсона, Мерла Хаггарда, Роджера Миллера и Криса Кристофферсона.","В альбоме певица обращается к песням в стиле кантри тысяча девятьсот пятидесятых-тысяча девятьсот семидесятых годов, включая композиции Хэнка Кокрана, Вилли Нельсона, Мерла Хаггарда, Роджера Миллера и Криса Кристофферсона."
"Представляет собой воронкообразный канал длиной 11—12 см, обращённый кверху широким концом и сплющенный в переднезаднем направлении.","Представляет собой воронкообразный канал длиной от одиннадцати до двенадцати см, обращённый кверху широким концом и сплющенный в переднезаднем направлении."
"В 1951—58 годах Тхакхэк был центром апостольской префектуры, в 1958—63 годах — апостольского викариата (в 1963 году центр викариата перенесен в город Саваннакхет).","В тысяча девятьсот пятьдесят первом по пятьдесят восьмой годах Тхакхэк был центром апостольской префектуры, в тысяча девятьсот пятьдесят восьмом по шестьдесят третьем годах — апостольского викариата (в 1963 году центр викариата перенесен в город Саваннакхет)."
Запас хода составляет 115—205 км.,Запас хода составляет от ста пятнадцати до двухсот пяти км.
Длина тела составляет 11—14 миллиметров.,Длина тела составляет от одиннадцати до четырнадцати миллиметров.
"Андреевский район — административная единица Украинской ССР, существовавшая в 1923—1930 и 1935—1962 годах.","Андреевский район — административная единица Украинской ССР, существовавшая в тысяча девятьсот двадцать третьем по тысяча девятьсот тридцатый и от тысячи девятисот тридцати пяти до тысячи девятисот шестидесяти двух годах."
"В 1929—1946 гг. — рабочий, механик цеха, секретарь парткома завода «Ташсельмаш», первый секретарь Ленинского райкома КП(б) Узбекистана в городе Ташкенте, первый секретарь Узбекистанского райкома КП(б) Узбекистана, секретарь по кадрам Ташкентского горкома КП(б) Узбекистана, первый секретарь Кокандского горкома КП(б) Узбекистана, министр торговли Узбекской ССР, управляющий делами ЦК КП Узбекистана, министр коммунального хозяйства Узбекской ССР.","В тысяча девятьсот двадцать девятом по тысяча девятьсот сорок шестой гг. — рабочий, механик цеха, секретарь парткома завода «Ташсельмаш», первый секретарь Ленинского райкома КП(б) Узбекистана в городе Ташкенте, первый секретарь Узбекистанского райкома КП(б) Узбекистана в городе Ташкенте, первый секретарь Узбекистанского райкома КП(б) Узбекистана, секретарь по кадрам Ташкентского горкома КП(б) Узбекистана, первый секретарь Кокандского горкома КП(б) Узбекистана, министр торговли Узбекской ССР, управляющий делами ЦК КП Узбекистана, министр коммунального хозяйства Узбекской ССР."
Троицкий Н. Контрреформы 1889—1892 гг.,Троицкий Н. Контрреформы с тысяча восемьсот восемьдесят девятого по тысяча восемьсот девяносто второй гг.
святой Максим (411—440);,святой Максим (четыреста одиннадцатый—четыреста сороковой);
Ферроцинт (557—573);,Ферроцинт (пятьсот пятьдесят седьмой—пятьсот семьдесят третий);
святой Гервольд (775—786);,святой Гервольд (семьсот семьдесят пятый—семьсот восемьдесят шестой);
Гунтберт (847—863);,Гунтберт (восемьсот сорок седьмой—восемьсот шестьдесят третий);
Гильдуин (864—870);,Гильдуин (восемьсот шестьдесят четвёртый—восемьсот семидесятый);
Сердегарий (892—912);,Сердегарий (восемьсот девяносто второй—девятьсот двенадцатый);
Ротру де Уорик (или де Бомон-Ле-Роже) (1139—1165) — назначен архиепископом Руана;,Ротру де Уорик (или де Бомон-Ле-Роже) (тысяча сто тридцать девятый—тысяча сто шестьдесят пятый) — назначен архиепископом Руана;
Робер Тома Ленде (1791—1793) — антиепископ;,Робер Тома Ленде (тысяча семьсот девяносто первый—тысяча семьсот девяносто третий) — антиепископ;
Продолжительность безморозного периода составляет 110—120 дней.,Продолжительность безморозного периода составляет от ста десяти до ста двадцати дней.
"Годовое количество атмосферных осадков составляет 700—718 мм, из которых большая часть выпадает в тёплый период.","Годовое количество атмосферных осадков составляет от семисот до семисот восемнадцати мм, из которых большая часть выпадает в тёплый период."
"Для наказания непокорных племён К. П. Кауфман выслал 2 отряда, которые настигли туркмен 14—15 июня у Кокчука и разбили их.","Для наказания непокорных племён К. П. Кауфман выслал два отряда, которые настигли туркмен от четырнадцати до пятнадцати июня у Кокчука и разбили их."
Хивинский поход 1839—1840 годов,Хивинский поход с тысяча восемьсот тридцать девятого по тысяча восемьсот сороковой годов
"Строительство первой очереди комплекса фабрики велось в 1976—1978 годы в посёлке Приладожский, название было дано по соседнему посёлку Синявино.","Строительство первой очереди комплекса фабрики велось в тысяча девятьсот семьдесят шестом по тысяча девятьсот семьдесят восьмой годы в посёлке Приладожский, название было дано по соседнему посёлку Синявино."
В 1919—1923 гг. левые эсеры разделились на ряд фракций.,В тысяча девятьсот девятнадцатом по тысяча девятьсот двадцать третий гг. левые эсеры разделились на ряд фракций.
В 1922—1923 гг. легалистское течение объединилось с группами эсеров-максималистов и эсеровской группой «Народ» в Объединение Левого Народничества (ОЛН).,В тысяча девятьсот двадцать втором по тысяча девятьсот двадцать третий гг. легалистское течение объединилось с группами эсеров-максималистов и эсеровской группой «Народ» в Объединение Левого Народничества (ОЛН).
В 1854—1855 гг. вчине штабс-капитана руководил экспедицией на Южный Урал.,В тысяча восемьсот пятьдесят четвёртом по тысяча восемьсот пятьдесят пятый гг. вчине штабс-капитана руководил экспедицией на Южный Урал.
"«На задней парте» — серия советских рисованных мультфильмов, снятая режиссёром Валерием Угаровым на киностудии «Союзмультфильм» в 1978—1985 годах, комические истории про школьников.","«На задней парте» — серия советских рисованных мультфильмов, снятая режиссёром Валерием Угаровым на киностудии «Союзмультфильм» в тысяча девятьсот семьдесят восьмом по тысяча девятьсот восемьдесят пятом годах, комические истории про школьников."
"Они приняли активное участие в Альпухарском восстаниив 1568—1570 годах, после чего большинство из них было выслано из страны.","Они приняли активное участие в Альпухарском восстаниив с тысяча пятьсот шестьдесят восьмого по тысяча пятьсот семидесятый годах, после чего большинство из них было выслано из страны."
"В Академии учащиеся могли вживую рисовать с обнажённых моделей, что было запрещено церковью в период Контрреформации согласно решениям Тридентского собора (1545—1563).","В Академии учащиеся могли вживую рисовать с обнажённых моделей, что было запрещено церковью в период Контрреформации согласно решениям Тридентского собора (тысяча пятьсот сорок пятый—тысяча пятьсот шестьдесят третий)."
На дочери Едигея был женат хан Золотой Орды Тимур-хан (1410—1412).,На дочери Едигея был женат хан Золотой Орды Тимур-хан (тысяча четыреста десятый—тысяча четыреста двенадцатый).
В 1953—1954 годах — актёр Воронежского государственного академического театра драмы имени А. В. Кольцова.,В тысяча девятьсот пятьдесят третьем по тысяча девятьсот пятьдесят четвёртый годах — актёр Воронежского государственного академического театра драмы имени А. В. Кольцова.
"Демократическая безопасность или Политика демократической безопасности — концепция политики безопасности, реализованная в ходе правления президента Колумбии Альваро Урибе (2002—2010).","Демократическая безопасность или Политика демократической безопасности — концепция политики безопасности, реализованная в ходе правления президента Колумбии Альваро Урибе (две тысячи второй—две тысячи десятый)."
Пассажировместимость: 18-21 человек,Пассажировместимость: от восемнадцати до двадцати одного человек
"Она сменила много названий — сначала «Дом Московский гостиный с погребами и лавками», дом Приказа Общественного Призрения, потом — Губернский архив (1840—1876).","Она сменила много названий — сначала «Дом Московский гостиный с погребами и лавками», дом Приказа Общественного Призрения, потом — Губернский архив (тысяча восемьсот сороковой—тысяча восемьсот семьдесят шестой)."
"Постройка периода 1793—1797 годов по проекту Дигби, отмечено на плане Астрахани 1797 года.","Постройка периода с тысяча семьсот девяносто третьего по тысяча семьсот девяносто седьмой годов по проекту Дигби, отмечено на плане Астрахани семнадцатого октября."
"Участвует в строительстве дома А. Ланжерона, совместно с архитектором Ф. Шалем в 1816—1817 годах.","Участвует в строительстве дома А. Ланжерона, совместно с архитектором Ф. Шалем в тысяча восемьсот шестнадцатом по тысяча восемьсот семнадцатый годах."
"В 1822—1824 он строит первый в Одессе каменный мост, который должен был соединить два участка улицы Почтовой над ведущей к порту Карантинной балкой.","В тысячи восьмисот двадцати двух до тысячи восьмисот двадцати четырёх он строит первый в Одессе каменный мост, который должен был соединить два участка улицы Почтовой над ведущей к порту Карантинной балкой."
В 1976—1984 годах был женат на актрисе Фрэнсис Томелти (род.,В тысяча девятьсот семьдесят шестом по тысяча девятьсот восемьдесят четвёртый годах был женат на актрисе Фрэнсис Томелти (род.
"Во многих городах России и в столицах имела выдающийся успех в ролях сварливых и бойких баб, комических старух и пр.","Во многих городах России и в столицах имела выдающийся успех в ролях сварливых и бойких баб, комических старух и пр."
"В 1919—1921 годах — в Народном театре (Киев, ныне Украинский драматический театр им. Заньковецкой во Львове).","В тысяча девятьсот девятнадцатом по тысяча девятьсот двадцать первом годах — в Народном театре (Киев, ныне Украинский драматический театр им. Заньковецкой во Львове)."
"Поэтому во время народной революции они вступили в народную армию Артигаса (Артигас Хосе Гервасио, лидер революции) и воевали против Испанской Империи (1811—1814), олигархии Буэнос-Айреса (1814—1820) и Португальской империи, поддержанной Британской империей (1816—1820).","Поэтому во время народной революции они вступили в народную армию Артигаса (Артигас Хосе Гервасио, лидер революции) и воевали против Испанской Империи (тысяча восемьсот одиннадцатый—тысяча восемьсот четырнадцатый), олигархии Буэнос-Айреса (тысяча восемьсот четырнадцатый—тысяча восемьсот двадцатый) и Португальской империи, поддержанной Британской империей (тысяча восемьсот шестнадцатый—тысяча восемьсот двадцатый)."
В период с 1970—1973 года обучался в аспирантуре Института экономики АН СССР.,В период с тысяча девятьсот семидесятого по тысяча девятьсот семьдесят третий года обучался в аспирантуре Института экономики АН СССР.
В период с 1968—1990 года с должности аспиранта дошёл до зав. отделом экономики ДНЦ РАН СССР.,В период с тысяча девятьсот шестьдесят восьмого по тысяча девятьсот девяностый года с должности аспиранта дошёл до зав. отделом экономики ДНЦ РАН СССР.
"В период с 1991—1998 года являлся Заместителем председателя Совета Министров Республики Дагестан, председателем Госкоимущества Республики Дагестан.","В период с тысяча девятьсот девяносто первого по тысяча девятьсот девяносто восьмой года являлся Заместителем председателя Совета Министров Республики Дагестан, председателем Госкоимущества Республики Дагестан."
"С 1994—1999 года руководил Северокавказской ассоциацией государственных комитетов по управлению имуществом, являлся членом коллегии Минимущества России.","С тысяча девятьсот девяносто четвёртого по тысяча девятьсот девяносто девятый года руководил Северокавказской ассоциацией государственных комитетов по управлению имуществом, являлся членом коллегии Минимущества России."
"Ксе́ния Петро́вна Луки́рская (1925—2013) — советский и российский филолог, библиограф, кандидат филологических наук, заведующая библиотекой Института русской литературы (Пушкинский Дом) РАН.","Ксения Петровна Лукирская (тысяча девятьсот двадцать пятый—две тысячи тринадцатый) — советский и российский филолог, библиограф, кандидат филологических наук, заведующая библиотекой Института русской литературы (Пушкинский Дом) РАН."
