q,a
"Город был назван в честь родственника 1 из основателей города, доктора Хемпстеда из города Портсмут, штат Огайо.","Город был назван в честь родственника одного из основателей города, доктора Хемпстеда из города Портсмут, штат Огайо."
"Во время гражданской войны Хемпстед служил центром провизии и производства КША, в городе располагался военный госпиталь, поблизости располагалось 3 военных лагеря.","Во время гражданской войны Хемпстед служил центром провизии и производства КША, в городе располагался военный госпиталь, поблизости располагалось три военных лагеря."
Из-за постоянных конфликтов город получил прозвище «перекресток 6 стрелков».,Из-за постоянных конфликтов город получил прозвище «перекресток шести стрелков».
На большей части восточно-европейского ареала развивается в 2 поколениях.,На большей части восточно-европейского ареала развивается в двух поколениях.
"В Западном Казахстане, Прикаспийской низменности, Калмыкии и на Восточном Кавказе наблюдается лишь 1 поколение, имаго летают с середины апреля по начало июня.","В Западном Казахстане, Прикаспийской низменности, Калмыкии и на Восточном Кавказе наблюдается лишь одно поколение, имаго летают с середины апреля по начало июня."
"1 из лучших разведчиков полка, он отлично владеет техникой пилотирования.","Один из лучших разведчиков полка, он отлично владеет техникой пилотирования."
"По сути, игровой процесс состоит из 2 этапов: прокачка до максимального уровня и игра на максимальном уровне.","По сути, игровой процесс состоит из двух этапов: прокачка до максимального уровня и игра на максимальном уровне."
"1 предполагает изучение основ геймплея за выбранный класс, создание и улучшение доспехов и оружия.","Первый предполагает изучение основ геймплея за выбранный класс, создание и улучшение доспехов и оружия."
Каждый игрок может иметь до 8 персонажей на своем аккаунте.,Каждый игрок может иметь до восьми персонажей на своем аккаунте.
"Игроку предлагается сделать выбор между 1 из 8 классов: Берсерк, Танк, Паладин, Инквизитор, Сапер, Канонир, Ледяная ведьма и Сестра огня.","Игроку предлагается сделать выбор между одним из восьми классов: Берсерк, Танк, Паладин, Инквизитор, Сапер, Канонир, Ледяная ведьма и Сестра огня."
"Начиная с 4 уровня, играющим предоставляется возможность самостоятельно определять свою награду, выбирая пропорцию между золотом и опытом, получаемым после боя.","Начиная с четвертого уровня, играющим предоставляется возможность самостоятельно определять свою награду, выбирая пропорцию между золотом и опытом, получаемым после боя."
"В Panzar игрок может управлять персонажем, принадлежащим к 1 из 4 классических фэнтезийных рас: оркам, людям, эльфам или гномам.","В Panzar игрок может управлять персонажем, принадлежащим к одной из четырех классических фэнтезийных рас: оркам, людям, эльфам или гномам."
"Каждая раса представлена 2 игровыми классами: берсерк, танк, инквизитор, паладин, сапер, канонир, сестра Огня, ледяная Ведьма.","Каждая раса представлена двумя игровыми классами: берсерк, танк, инквизитор, паладин, сапер, канонир, сестра Огня, ледяная Ведьма."
"Мир населен множеством фантастических существ, среди которых особенно выделяются 4 расы: эльфы, орки, люди и гномы.","Мир населен множеством фантастических существ, среди которых особенно выделяются четыре расы: эльфы, орки, люди и гномы."
"4 могущественных бога преследуют собственные, тайные цели, плетут интриги, недоступные пониманию простых смертных.","Четыре могущественных бога преследуют собственные, тайные цели, плетут интриги, недоступные пониманию простых смертных."
"В 1 клане может быть много команд, но 1 команда всегда принадлежит лишь 1 клану.","В одном клане может быть много команд, но одна команда всегда принадлежит лишь одному клану."
"Каждый уровень персонаж получает 1 очко талантов, которое может потратить в алтаре на изучение новых или улучшение текущих способностей.","Каждый уровень персонаж получает одно очко талантов, которое может потратить в алтаре на изучение новых или улучшение текущих способностей."
"Каждая экипируемая вещь имеет 2 зоны покраски, на каждую из которых можно нанести краску разного цвета.","Каждая экипируемая вещь имеет две зоны покраски, на каждую из которых можно нанести краску разного цвета."
"Он стал 1 членом Зала славы, которого включили в него сразу в 2 категориях, это достижение позже повторили Ленни Уилкенс, Билл Шерман и Том Хейнсон.","Он стал первым членом Зала славы, которого включили в него сразу в двух категориях, это достижение позже повторили Ленни Уилкенс, Билл Шерман и Том Хейнсон."
"Вуден 10 раз приводил мужскую баскетбольную команду Калифорнийского университета в Лос-Анджелесе к победе в национальном студенческом чемпионате, что является рекордом для студенческого баскетбола.","Вуден десять раз приводил мужскую баскетбольную команду Калифорнийского университета в Лос-Анджелесе к победе в национальном студенческом чемпионате, что является рекордом для студенческого баскетбола."
"1 из самых почитаемых тренеров в истории спорта, Вудена очень любили его бывшие подопечные, среди которых были Лью Алсиндор (позже Карим Абдул-Джаббар) и Билл Уолтон.","Один из самых почитаемых тренеров в истории спорта, Вудена очень любили его бывшие подопечные, среди которых были Лью Алсиндор (позже Карим Абдул-Джаббар) и Билл Уолтон."
"Свой 1 выход в море Вуден пропустил из-за аппендицита, а офицер, заменивший его, погиб в результате атаки камикадзе.","Свой первый выход в море Вуден пропустил из-за аппендицита, а офицер, заменивший его, погиб в результате атаки камикадзе."
"Микки, с помощью еще 1 кнопки, превратил ванную в кухню!","Микки, с помощью еще одной кнопки, превратил ванную в кухню!"
"Тычинок 6, они прикреплены у основания чашечки.","Тычинок шесть, они прикреплены у основания чашечки."
"Плод — округлая многосеменная коробочка с 2 гнездами, раскрывается на верхушке 4 зубцами.","Плод — округлая многосеменная коробочка с двумя гнездами, раскрывается на верхушке четырьмя зубцами."
"Театральность остается 1 из отличительных черт «Дунаевских» наряду с внестилевым существованием, русскоязычными текстами песен и исключительно позитивным посылом творчества.","Театральность остается одной из отличительных черт «Дунаевских» наряду с внестилевым существованием, русскоязычными текстами песен и исключительно позитивным посылом творчества."
После нескольких репетиций коллективу предложили выступить гостями на концерте 1 из петербургских групп.,После нескольких репетиций коллективу предложили выступить гостями на концерте одной из петербургских групп.
"«ИсаакДунаевский» оказалось 1, что пришло в голову.","«ИсаакДунаевский» оказалось первым, что пришло в голову."
"Это вызывает 1 художественные разногласия, которые привели к частичной смене состава.","Это вызывает первые художественные разногласия, которые привели к частичной смене состава."
"Предпринимаются 1 попытки записи альбома, но качество записей музыкантов не устраивает.","Предпринимаются первые попытки записи альбома, но качество записей музыкантов не устраивает."
"Вопрос поиска студии решается, группа приступает к записи 1 студийного альбома.","Вопрос поиска студии решается, группа приступает к записи первого студийного альбома."
В сентябре выходит 1 официальный клип «Дунаевский ORCHESTRA» на песню «Вылезай из Контакта!».,В сентябре выходит первый официальный клип «Дунаевский ORCHESTRA» на песню «Вылезай из Контакта!».
"9 статья Конституции Японии сильно ограничивает военную деятельность Сил самообороны, не связанную непосредственно с обороной страны.","Девятая статья Конституции Японии сильно ограничивает военную деятельность Сил самообороны, не связанную непосредственно с обороной страны."
"После поражения во 2 мировой войне Императорская армия Японии была распущена, а военные заводы и учебные заведения закрыты.","После поражения во Второй мировой войне Императорская армия Японии была распущена, а военные заводы и учебные заведения закрыты."
"Это была 1 международная операция сил самообороны, совершенная без санкции ООН.","Это была первая международная операция сил самообороны, совершенная без санкции ООН."
"Новый отряд объединил в себе департаменты кибернетической безопасности, которые были представлены во всех 3 видах японских войск — сухопутных, воздушных и морских Силах самообороны страны.","Новый отряд объединил в себе департаменты кибернетической безопасности, которые были представлены во всех трех видах японских войск — сухопутных, воздушных и морских Силах самообороны страны."
Но в настоящее время ни 1 из ведущих стран мира не обходится без сильных вооруженных сил.,Но в настоящее время ни одна из ведущих стран мира не обходится без сильных вооруженных сил.
"Мать Аниты рано умерла, ее воспитанием занималась мачеха и бабушка, которые ее всячески притесняли, 1 — из-за расизма, 2 — за экстрасенсорные способности.","Мать Аниты рано умерла, ее воспитанием занималась мачеха и бабушка, которые ее всячески притесняли, первая — из-за расизма, вторая — за экстрасенсорные способности."
"Позже — слуга-человек вампира, Мастера города Сент-Луиса, 1 из триумвирата силы (мастер-вампир+слуга-человек+животное зова вампира), состоящего из Жан-Клода, Аниты и местного вервольфа Ричарда.","Позже — слуга-человек вампира, Мастера города Сент-Луиса, одна из триумвирата силы (мастер-вампир+слуга-человек+животное зова вампира), состоящего из Жан-Клода, Аниты и местного вервольфа Ричарда."
"В 1 книгах серии Жан-Клод пытается соблазнить ее, а Ричард — бойфренд Аниты.","В первых книгах серии Жан-Клод пытается соблазнить ее, а Ричард — бойфренд Аниты."
"В 1 книгах серии Анита не заражена ликантропией, поэтому не может быть полноценной королевой стаи.","В первых книгах серии Анита не заражена ликантропией, поэтому не может быть полноценной королевой стаи."
"В 1 из романов у нее появляется свой слуга-вампир и животное зова (вампир Дамиан и верлеопард Натаниэль): она образует свой собственный триумвират силы, выступая в качестве мастера.","В одном из романов у нее появляется свой слуга-вампир и животное зова (вампир Дамиан и верлеопард Натаниэль): она образует свой собственный триумвират силы, выступая в качестве мастера."
"Все трое участников триумвирата тесно связаны метафизически и могут чувствовать эмоции друг друга, в случае смерти 1 из участников возможна гибель всего триумвирата.","Все трое участников триумвирата тесно связаны метафизически и могут чувствовать эмоции друг друга, в случае смерти одного из участников возможна гибель всего триумвирата."
Их с главной героиней связывает крепкая дружба с 1 книг серии.,Их с главной героиней связывает крепкая дружба с первых книг серии.
"Так же он 1 из лучших друзей Аниты Блейк, а иногда и ее любовник.","Так же он один из лучших друзей Аниты Блейк, а иногда и ее любовник."
"Алехандро — вампир-мастер, поставивший Аните 4 метки для того, чтобы сделать ее своим человеком-слугой и завладеть силой Жан-Клода.","Алехандро — вампир-мастер, поставивший Аните четыре метки для того, чтобы сделать ее своим человеком-слугой и завладеть силой Жан-Клода."
"Андриа — сводная сестра Аниты, на 2 года ее младше (упоминается в «Кафе лунатиков», «Смертельном танце»).","Андриа — сводная сестра Аниты, на два года ее младше (упоминается в «Кафе лунатиков», «Смертельном танце»)."
"Воспитывала Аниту, после смерти своей 1 невестки (которую ненавидела), очень религиозна и считает метафизические способности Аниты данными дьяволом.","Воспитывала Аниту, после смерти своей первой невестки (которую ненавидела), очень религиозна и считает метафизические способности Аниты данными дьяволом."
В 1 команде с Анитой участвует в расследдованиях и «охотах» в нескольких романах серии.,В одной команде с Анитой участвует в расследдованиях и «охотах» в нескольких романах серии.
В 1 упоминается в «Обсидиановая бабочка».,В первые упоминается в «Обсидиановая бабочка».
"Джош — сводный брат Аниты, младше ее на 10 лет.","Джош — сводный брат Аниты, младше ее на десять лет."
"Кэтрин — двоюродная бабушка Аниты, в честь которой Анита получила 2 имя (упоминается в «Кровавых костях»).","Кэтрин — двоюродная бабушка Аниты, в честь которой Анита получила второе имя (упоминается в «Кровавых костях»)."
"Миссис Прингл — соседка Аниты по ее 1 квартире, держит шпица по имени Крем («Запретный плод», «Смертельный танец»).","Миссис Прингл — соседка Аниты по ее первой квартире, держит шпица по имени Крем («Запретный плод», «Смертельный танец»)."
"Реквием — вампир, 2 помощник Жан Клода.","Реквием — вампир, второй помощник Жан Клода."
У обычных оборотней есть только 2 формы: животная и человеческая.,У обычных оборотней есть только две формы: животная и человеческая.
"Слабые оборотни после того, как перекинутся, должны провести в животной форме от 6 до 8 часов, а затем еще будут около 4 часов ослаблены или просто без сознания.","Слабые оборотни после того, как перекинутся, должны провести в животной форме от шести до восьми часов, а затем еще будут около четырех часов ослаблены или просто без сознания."
Самцы и самки делятся на 2 вида: альфа- и бета-.,Самцы и самки делятся на два вида: альфа- и бета-.
"Проще всего заразиться волчьей и крысиной ликантропией (иногда хватает 1 царапины), сложнее всего передается ликантропия крупных кошачьих.","Проще всего заразиться волчьей и крысиной ликантропией (иногда хватает одной царапины), сложнее всего передается ликантропия крупных кошачьих."
"Можно заразиться ликантропией только 1 вида, а ликантропия и вампиризм дают перекрестный иммунитет друг на друга.","Можно заразиться ликантропией только одного вида, а ликантропия и вампиризм дают перекрестный иммунитет друг на друга."
ВервольфыВолки — 1 из самых распространенных форм ликантропии.,ВервольфыВолки — одна из самых распространенных форм ликантропии.
2 в иерархии стаи носит звание Гери.,Второй в иерархии стаи носит звание Гери.
Фреки — 3 в иерархии стаи.,Фреки — третий в иерархии стаи.
Силовики вожака — по именам волков 1: Сколль и Гати.,Силовики вожака — по именам волков Одина: Сколль и Гати.
"Верлеопарды:Наиболее практичные из всех оборотней, леопарды Сент-Луиса — 1 из наиболее слабых групп из-за их прежнего вожака, Габриэля.","Верлеопарды:Наиболее практичные из всех оборотней, леопарды Сент-Луиса — одна из наиболее слабых групп из-за их прежнего вожака, Габриэля."
Крысолюды:Оборотни-крысы — 1 из наиболее многочисленных групп оборотней в Сент-Луисе.,Крысолюды:Оборотни-крысы — одна из наиболее многочисленных групп оборотней в Сент-Луисе.
"Он 1 из друзей Аниты, а в его родере преобладают бывшие наемники, солдаты и полицейские, из-за чего именно крысолюды преобладают в охране предприятий Жан-Клода.","Он один из друзей Аниты, а в его родере преобладают бывшие наемники, солдаты и полицейские, из-за чего именно крысолюды преобладают в охране предприятий Жан-Клода."
Тигры — 1 из редчайших видов.,Тигры — один из редчайших видов.
"Панвера (Универсальный оборотень) — ликантроп, умеющий принимать более 1 животной формы.","Панвера (Универсальный оборотень) — ликантроп, умеющий принимать более одной животной формы."
"Плотоядные зомби живут дольше обычных (был известен случай, когда женщина-зомби жила около 3 лет, ее кормили мясом животных).","Плотоядные зомби живут дольше обычных (был известен случай, когда женщина-зомби жила около трех лет, ее кормили мясом животных)."
1: гулями становятся злые люди.,Первая: гулями становятся злые люди.
"2: гулем становятся человек, укушенный сверхъестественным существом — вампиром, оборотнем.","Вторая: гулем становятся человек, укушенный сверхъестественным существом — вампиром, оборотнем."
"Они трусы (никогда не нападут на человека если он не ранен и в сознании), похожи на стайных животных, им чуждо понятие совместной работы с кем-то (для них есть 3 категории: сородич, еда, враг).","Они трусы (никогда не нападут на человека если он не ранен и в сознании), похожи на стайных животных, им чуждо понятие совместной работы с кем-то (для них есть три категории: сородич, еда, враг)."
Еще 1 источником сведений о сражение выступает Исаак Масса.,Еще одним источником сведений о сражение выступает Исаак Масса.
"Завершал карьеру в узбекистанском клубе «Бухара», где на 3 год тренировал дубль и помогал тренеру главной команды.","Завершал карьеру в узбекистанском клубе «Бухара», где на третий год тренировал дубль и помогал тренеру главной команды."
Для участия в выборах официально были зарегистрированы 5 кандидатов: 4 представителя зарегистрированных партий и 1 самовыдвиженец.,Для участия в выборах официально были зарегистрированы пять кандидатов: четыре представителя зарегистрированных партий и один самовыдвиженец.
"Выборы президента Российской Федерации состоялись в 1 туре, победил Владимир Путин.","Выборы президента Российской Федерации состоялись в первом туре, победил Владимир Путин."
Существует 2 способа принять участие в выборах:,Существует два способа принять участие в выборах:
Политическими партиями России было выдвинуто 5 кандидатов.,Политическими партиями России было выдвинуто пять кандидатов.
"В итоге, к выборам было допущено 5 кандидатов (выделены в следующей таблице жирным шрифтом).","В итоге, к выборам было допущено пять кандидатов (выделены в следующей таблице жирным шрифтом)."
"Действовавший президент России Дмитрий Медведев, согласно Конституции России, имел право баллотироваться на 2 срок.","Действовавший президент России Дмитрий Медведев, согласно Конституции России, имел право баллотироваться на второй срок."
На случай 2 тура ряд социологических служб провели опросы о поддержке участников в нем:,На случай второго тура ряд социологических служб провели опросы о поддержке участников в нем:
Геннадий Зюганов: «Прошли выборы 2 месяца назад.,Геннадий Зюганов: «Прошли выборы два месяца назад.
"Михаил Прохоров: «Здесь просто идет зомбирование, что все решено в 1 туре.","Михаил Прохоров: «Здесь просто идет зомбирование, что все решено в первом туре."
Борис Немцов: «Услужливые социологи пророчат Путину победу уже в 1 туре.,Борис Немцов: «Услужливые социологи пророчат Путину победу уже в первом туре.
"Евгения Альбац: «Данные независимых опросов, которые проходили в Интернете, показывают, что никакого шанса у Владимира Путина по данным интернет-опросов в 1 туре избраться собственно нет.","Евгения Альбац: «Данные независимых опросов, которые проходили в Интернете, показывают, что никакого шанса у Владимира Путина по данным интернет-опросов в первом туре избраться собственно нет."
"3 большие социологические службы, они с моей точки зрения исключительно работают на воображаемую реальность исключительно для того, чтобы убедить людей в том, что никакой альтернативы нет.","Три большие социологические службы, они с моей точки зрения исключительно работают на воображаемую реальность исключительно для того, чтобы убедить людей в том, что никакой альтернативы нет."
Доверенные лица Владимира Путина после выборов объединились в 1 большой коллектив.,Доверенные лица Владимира Путина после выборов объединились в один большой коллектив.
На каждом избирательном участке было установлено по 2 камеры.,На каждом избирательном участке было установлено по две камеры.
"1 передавала общий план, 2 — непосредственно урну для голосования.","Одна передавала общий план, вторая — непосредственно урну для голосования."
По официальным данным во всех субъектах Российской Федерации кандидат в президенты России Владимир Путин занял 1 место по итогам голосования.,По официальным данным во всех субъектах Российской Федерации кандидат в президенты России Владимир Путин занял первое место по итогам голосования.
"Он также выразил надежду, что плодотворное сотрудничество 2 стран продолжится на взаимовыгодной основе.","Он также выразил надежду, что плодотворное сотрудничество двух стран продолжится на взаимовыгодной основе."
"Действуют 4 проекта по наблюдению за президентскими выборами — проект Лиги избирателей, проект ассоциации «Голос», «Гражданин Наблюдатель» и «Росвыборы».","Действуют четыре проекта по наблюдению за президентскими выборами — проект Лиги избирателей, проект ассоциации «Голос», «Гражданин Наблюдатель» и «Росвыборы»."
"По их мнению, 2 тур неизбежен и даже сам факт того, что он состоится, будет свидетельствовать о более честных выборах.","По их мнению, второй тур неизбежен и даже сам факт того, что он состоится, будет свидетельствовать о более честных выборах."
По распоряжению главы правительства и 1 из кандидатов в президенты Владимира Путина с избирательных участков впервые будет вестись интернет-трансляция.,По распоряжению главы правительства и одного из кандидатов в президенты Владимира Путина с избирательных участков впервые будет вестись интернет-трансляция.
"Лидеры 3 парламентских партий — Геннадий Зюганов (КПРФ), Владимир Жириновский (ЛДПР) и Сергей Миронов («Справедливая Россия») подписали совместное заявление.","Лидеры трех парламентских партий — Геннадий Зюганов (КПРФ), Владимир Жириновский (ЛДПР) и Сергей Миронов («Справедливая Россия») подписали совместное заявление."
"По подсчетам КПРФ, Владимиру Путину уделяется почти 2 трети эфирного времени на ТВ, тогда как оставшуюся треть делят все остальные кандидаты.","По подсчетам КПРФ, Владимиру Путину уделяется почти две трети эфирного времени на ТВ, тогда как оставшуюся треть делят все остальные кандидаты."
"Поэтому эти выборы сфальсифицированы еще до того, как в урну опущен 1 бюллетень.","Поэтому эти выборы сфальсифицированы еще до того, как в урну опущен первый бюллетень."
"Ольга Романова заявила, что если Путин по итогам 1 тура объявляется победителем, то оппозиция это конечно не признает.","Ольга Романова заявила, что если Путин по итогам первого тура объявляется победителем, то оппозиция это конечно не признает."
"Итак, нужно прийти на избирательные участки и проставить „галочки“ напротив 2, 3, 4 или всех кандидатов, сделав таким образом бюллетень официально недействительным».","Итак, нужно прийти на избирательные участки и проставить „галочки“ напротив двух, трех, четырех или всех кандидатов, сделав таким образом бюллетень официально недействительным»."
4 месяца мы не получаем зарплату.,Четыре месяца мы не получаем зарплату.
1 мальдивский флаг был почти полностью красного цвета и использовался султанами до начала XX века.,Первый мальдивский флаг был почти полностью красного цвета и использовался султанами до начала XX века.
"Мети́сы (фр. métis, от позднелат. misticius — смешанный, от лат. misceo — смешиваю) — потомки от представителей разных подвидов 1 вида (раса человека, порода животных и др.).","Мети́сы (фр. métis, от позднелат. misticius — смешанный, от лат. misceo — смешиваю) — потомки от представителей разных подвидов одного вида (раса человека, порода животных и др.)."
Великие географические открытия дали 1 массовый толчок этому явлению.,Великие географические открытия дали первый массовый толчок этому явлению.
Существует в 2 вариантах.,Существует в двух вариантах.
"Согласен, отвечаю, на этот самолет трудно было установить и 4 пулемета, но закончить испытания в воздухе нужно же.","Согласен, отвечаю, на этот самолет трудно было установить и четыре пулемета, но закончить испытания в воздухе нужно же."
Южнокорейские войска неоднократно обвинялись в военных преступлениях и оставили во Вьетнаме 1000 детей от вьетнамских женщин после вывода контингента.,Южнокорейские войска неоднократно обвинялись в военных преступлениях и оставили во Вьетнаме тысячи детей от вьетнамских женщин после вывода контингента.
"1 игрой была Subterrania, которую удалось продать компании Sega.","Первой игрой была Subterrania, которую удалось продать компании Sega."
"Сюжет каждой части уникален, следствием чего являются 4 совершенно неповторимых и не похожих друг на друга саундтрека.","Сюжет каждой части уникален, следствием чего являются четыре совершенно неповторимых и не похожих друг на друга саундтрека."
"Например, саундтрек ко 2 части записывался совместно с Будапештским симфоническим оркестром и дирижером Белой Драхошем, а саундтрек к Hitman: Contracts был полностью электронным.","Например, саундтрек ко второй части записывался совместно с Будапештским симфоническим оркестром и дирижером Белой Драхошем, а саундтрек к Hitman: Contracts был полностью электронным."
Во время 2 мировой войны переоборудован в войсковой транспорт.,Во время Второй мировой войны переоборудован в войсковой транспорт.
К вопросу о глаголах с 2 приставками в современном болгарском языке.,К вопросу о глаголах с двумя приставками в современном болгарском языке.
Проблема нормализации литературного языка в программах 1 болгарских просветительских обществ в эпоху Возрождения.,Проблема нормализации литературного языка в программах первых болгарских просветительских обществ в эпоху Возрождения.
Об 1 явлении в системе глагольного вида в болгарском литературном языке // Славянское и балканское языкознание.,Об одном явлении в системе глагольного вида в болгарском литературном языке // Славянское и балканское языкознание.
"Судьба 1 печатных изданий «Нового завета» в новоболгарских переводах // Информационный бюллетень МАИРСК, вып.","Судьба первых печатных изданий «Нового завета» в новоболгарских переводах // Информационный бюллетень МАИРСК, вып."
